name,note,Alias,Source,PlateLayout,Ignore,Parent1,Parent2,Group,rQTLgroup,Background,MAT,GenotypeFile,ho-,HYG+,G418+,leu-,lys-,met-,ura-
ES01fc304,,FS304; WExSA_04,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc305,,FS305; WExSA_05,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc306,,FS306; WExSA_06,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc307,,FS307; WExSA_07,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc308,,FS308; WExSA_08,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc309,,FS309; WExSA_09,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc310,,FS310; WExSA_10,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc311,,FS311; WExSA_11,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc312,,FS312; WExSA_12,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc313,,FS313; WExSA_13,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc314,,FS314; WExSA_14,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc315,,FS315; WExSA_15,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc316,,FS316; WExSA_16,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc317,,FS317; WExSA_17,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc318,,FS318; WExSA_18,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc319,,FS319; WExSA_19,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc320,,FS320; WExSA_20,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc321,,FS321; WExSA_21,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc322,,FS322; WExSA_22,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc323,,FS323; WExSA_23,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc324,,FS324; WExSA_24,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc325,,FS325; WExSA_25,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc326,,FS326; WExSA_26,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc327,,FS327; WExSA_27,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc328,,FS328; WExSA_28,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc329,,FS329; WExSA_29,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc330,,FS330; WExSA_30,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc331,,FS331; WExSA_31,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc332,,FS332; WExSA_32,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc333,,FS333; WExSA_33,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc334,,FS334; WExSA_34,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc335,,FS335; WExSA_35,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc336,,FS336; WExSA_36,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc337,,FS337; WExSA_37,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc338,,FS338; WExSA_38,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc339,,FS339; WExSA_39,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc340,,FS340; WExSA_40,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc341,,FS341; WExSA_41,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc342,,FS342; WExSA_42,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc343,,FS343; WExSA_43,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc344,,FS344; WExSA_44,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc345,,FS345; WExSA_45,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc346,,FS346; WExSA_46,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc347,,FS347; WExSA_47,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc348,,FS348; WExSA_48,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc349,,FS349; WExSA_49,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc350,,FS350; WExSA_50,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc351,,FS351; WExSA_51,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc352,,FS352; WExSA_52,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc353,Sequenced,FS353; WExSA_53,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc354,Sequenced,FS354; WExSA_54,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc355,Sequenced,FS355; WExSA_55,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc356,Sequenced,FS356; WExSA_56,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc357,,FS357; WExSA_57,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc358,,FS358; WExSA_58,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc359,,FS359; WExSA_59,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc360,,FS360; WExSA_60,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc361,Sequenced,FS361; WExSA_61,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc362,Sequenced,FS362; WExSA_62,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc363,Sequenced,FS363; WExSA_63,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc364,Sequenced,FS364; WExSA_64,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc365,Sequenced,FS365; WExSA_65,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc366,Sequenced,FS366; WExSA_66,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc367,Sequenced,FS367; WExSA_67,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc368,Sequenced,FS368; WExSA_68,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc369,Sequenced,FS369; WExSA_69,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc370,Sequenced,FS370; WExSA_70,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc371,Sequenced,FS371; WExSA_71,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc372,Sequenced,FS372; WExSA_72,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc373,,FS373; WExSA_73,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc374,,FS374; WExSA_74,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc375,,FS375; WExSA_75,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc376,,FS376; WExSA_76,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc377,,FS377; WExSA_77,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc378,,FS378; WExSA_78,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc379,,FS379; WExSA_79,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc380,,FS380; WExSA_80,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc381,,FS381; WExSA_81,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc382,,FS382; WExSA_82,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc383,,FS383; WExSA_83,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc384,,FS384; WExSA_84,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc385,,FS385; WExSA_85,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc386,,FS386; WExSA_86,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc387,,FS387; WExSA_87,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc388,,FS388; WExSA_88,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc389,,FS389; WExSA_89,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc390,,FS390; WExSA_90,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc391,,FS391; WExSA_91,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc392,,FS392; WExSA_92,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc393,,FS393; WExSA_93,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc394,,FS394; WExSA_94,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc395,,FS395; WExSA_95,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,a,01fc genotypes.csv,1,1,1,1,1,1,1
ES01fc396,,FS396; WExSA_96,EaxSb,AW+ES01fc 384,FALSE,Ea,Sb,3,ES01fc,ES,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc401,,FS401; WExWA_01,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc402,,FS402; WExWA_02,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc403,,FS403; WExWA_03,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc404,,FS404; WExWA_04,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc405,,FS405; WExWA_05,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc406,,FS406; WExWA_06,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc407,,FS407; WExWA_07,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc408,,FS408; WExWA_08,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc409,,FS409; WExWA_09,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc410,,FS410; WExWA_10,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc411,,FS411; WExWA_11,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc412,,FS412; WExWA_12,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc413,,FS413; WExWA_13,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc414,,FS414; WExWA_14,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc415,,FS415; WExWA_15,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc416,,FS416; WExWA_16,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc417,,FS417; WExWA_17,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc418,,FS418; WExWA_18,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc419,,FS419; WExWA_19,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc420,,FS420; WExWA_20,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc421,,FS421; WExWA_21,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc422,,FS422; WExWA_22,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc423,,FS423; WExWA_23,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc424,,FS424; WExWA_24,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc425,,FS425; WExWA_25,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc426,,FS426; WExWA_26,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc427,,FS427; WExWA_27,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc428,,FS428; WExWA_28,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc429,,FS429; WExWA_29,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc430,,FS430; WExWA_30,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc431,,FS431; WExWA_31,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc432,,FS432; WExWA_32,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc433,,FS433; WExWA_33,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc434,,FS434; WExWA_34,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc435,,FS435; WExWA_35,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc436,,FS436; WExWA_36,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc437,,FS437; WExWA_37,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc438,,FS438; WExWA_38,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc439,,FS439; WExWA_39,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc440,,FS440; WExWA_40,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc441,,FS441; WExWA_41,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc442,,FS442; WExWA_42,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc443,,FS443; WExWA_43,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc444,,FS444; WExWA_44,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc445,,FS445; WExWA_45,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc446,,FS446; WExWA_46,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc447,,FS447; WExWA_47,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc448,,FS448; WExWA_48,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc449,,FS449; WExWA_49,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc450,,FS450; WExWA_50,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc451,,FS451; WExWA_51,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc452,,FS452; WExWA_52,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc453,,FS453; WExWA_53,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc454,,FS454; WExWA_54,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc455,,FS455; WExWA_55,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc456,,FS456; WExWA_56,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc457,,FS457; WExWA_57,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc458,,FS458; WExWA_58,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc459,,FS459; WExWA_59,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc460,,FS460; WExWA_60,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc461,,FS461; WExWA_61,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc462,,FS462; WExWA_62,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc463,,FS463; WExWA_63,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc464,,FS464; WExWA_64,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc465,,FS465; WExWA_65,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,a,01fc genotypes.csv,1,1,1,1,1,1,1
EW01fc466,,FS466; WExWA_66,EbxWa,EW+SW01fc 384,FALSE,Eb,Wa,4,EW01fc,EW,b,01fc genotypes.csv,1,1,1,1,1,1,1
